search_term,title,company,location,salary,date_posted,url,description
software engineer,24519 - Developer,,Brisbane QLD,yes,1d ago,https://www.seek.com.au/job/83528597?type=standard&ref=search-standalone#sol=63bdfd279b318091f59c376a26ffcea1a506fc11,"Power Platform Developer (Contract)
Location: Brisbane or Perth (Hybrid – 2–3 days in office)
Contract Duration: 12-month initial term with strong extension potential
Introduction
We are seeking an experienced Power Platform Developer to contribute to a transformative project within the mining industry. The successful candidate will play a key role in developing Power Apps and automating key business processes using Azure DevOps and Dataverse.
This role offers the opportunity to collaborate with a forward-thinking, cross-functional team to streamline processes and provide actionable insights that enhance business operations. If you’re passionate about developing high-impact solutions, this could be the perfect opportunity for you.
As a Power Platform Developer, your primary focus will be on designing and building internal tools to support data-driven decision-making and automation. You will work with complex data from Azure DevOps and develop solutions to optimize the project
Skills & Qualifications
Essential Skills:

Experience in Power Apps and Dataverse development
Strong understanding of Azure DevOps (ADO) structure and REST API
Experience with CLI scripting for Azure DevOps connections
Desirable Skills (Bonus):

Knowledge of Bicep scripting for Azure templates
Experience with Kubernetes and Docker for containerization
Familiarity with cloud engineering and platform automation
How to Apply
Interested candidates are encouraged to send their CV to priya@indigeco.com.au
Please note: Only candidates with a valid work visa will be considered. No sponsorship available."
software engineer,Technical Lead,,Brisbane QLD,AUD 170000 - 180000 per annum,6d ago,https://www.seek.com.au/job/83397031?type=standard&ref=search-standalone#sol=f88c59578b8b0a4f630ead6d75f4c1bfae1b1596,"Emanate Technology have partnered with an organisation who have seen sustainable, significant growth to date, allowing them to take further steps to build their team. In order to achieve their next milestone they are seeking a Technical Lead who can balance strategy, hands on technical delivery and people leadership.

This newly created role will play an important part in the recent expanded technical capability of the organisation and will require the successful candidate to have a blend of commercial acumen with their development capability. The continuing expansion of the team will also draw on this persons ability to establish and maintain processes and codebase quality.

Skills required:

C# / .Net
Python / Django
React /React Native / Vue
JavaScript
AWS
Go
Design and Architecture principals
Managing a team of Developers
Mentoring and guidance to Junior - Senior Developers
Liaising with internal stakeholders
Code / Design reviews
This role requires all applicants to be living and working, in a Hybrid capacity, in Brisbane. Successful candidates will have full working rights in Australia.

If you'd like to learn more about this role and whether it's right for you, feel free to reach out to Ben on 0480 294 982 or ben.corey@emanatetechnology.com.au"
software engineer,Automation Engineer,,Hendra,,18d ago,https://www.seek.com.au/job/83114722?type=standard&ref=search-standalone#sol=edd0b2f1be1a919827d692f0ffed34e8ae8e78ae,"Cromarty Automation is a leading supplier of industrial process control solutions, serving a diverse range of industries from our offices in Brisbane, Melbourne, Hobart, Launceston, and Devonport.

With over 30 years of experience, we have been delivering innovative and effective solutions, specialising in electrical/automation engineering, instrument sales, and technical services to Australian and international companies.

We aim to be the leading independent automation provider, enhancing our clients’ operations and contributing positively to our community through the excellence of our people.

The Role

We are seeking an experienced Automation Engineer to join our Brisbane Team. This role offers the opportunity to work on a variety of exciting projects, applying your technical expertise in a supportive and innovative environment.

Key Responsibilities

As part of our established engineering team, you will:

Contribute to the delivery of automation projects across multiple industries.

Provide technical design expertise in line with Cromarty policies, QA procedures, and relevant Australian Standards.

Work through the full project lifecycle – from tendering and design to configuration, programming, and commissioning.

About you

Bachelor of Engineering – IOT/IT, Electrical, Mechatronic or Automation

Industry experience in Renewable Energy

Automation & CI/CD experience

Containerisation and Orchestration experience

Experience in deploying cloud hosted solutions

Proven experience in programming (C#, JAVA, Python)

Network and Cyber Security experience

Have Australian working rights

Benefits

Competitive remuneration

A supportive and innovative team environment

A chance to work on rewarding projects with cutting-edge technology

An opportunity for professional growth and career advancement"
software engineer,Kubernetes Platform Engineer (remote),,Brisbane QLD,$140K - $155K + super,14d ago,https://www.seek.com.au/job/83200557?type=standard&ref=search-standalone#sol=6aceb3841005d4a5ce20b1ff44c143630e65a4d2,"This global gaming business is migrating away from AWS to a new Kubernetes platform that is currently being built.

Reporting to the Australian based Engineering Manager you will be the first of a small local team to join the global business and help administer and build the platform.

The role will see you design, build and maintain a Kubernetes based Hybrid Cloud Infrastructure Platform as well as implement and manage scalable secure and resilient infrastructure solutions across on-premises and cloud environments.

You will implement automation, orchestration and Network / Data security solutions, as well as deploy and maintain monitoring and observability tools.

You will also build and manage Docker containing images and ensure their seamless deployment on Kubernetes clusters.

The successful candidate will have hands on experience with infrastructure engineering with a focus on Kubernetes. You must have experience administering a Kubernetes platform where you have installed, managed and operated a cluster.

Importantly you will enjoy working in a smaller - semi start up type environment, where there is greater freedom to make decisions and move things forward at pace, where you can see problems, propose solutions and execute the solutions. Whilst there are daily standups, it will be up to you to actively engage with the team (local and international)."
software engineer,Senior AEM Developer,,Brisbane QLD,,1d ago,https://www.seek.com.au/job/83521961?type=standard&ref=search-standalone#sol=cecd5229601ef7b081d2dd6d55908c31f7a33bf4," 

Our Why 

 

Datacom works with organisations and communities across Australia and New Zealand to make a difference in people’s lives and help organisations use the power of tech to innovate and grow. 

 

About the Role (your why)  

 

The Senior AEM Developer is responsible for analysing , designing, programming, debugging, and modifying software enhancements and/or new products used in local, networked, cloud-based or internet-related computer programs. The role involves developing and maintaining applications software.

What you’ll bring   
Must haves:

Minimum of 5 years of hands-on development experience with Adobe Experience Manager (AEM), including AEM Sites, Assets, and Forms.
Over 5 years of full-stack development experience, with strong backend development expertise using Java.
Solid understanding of CMS concepts and architecture.
Proven experience developing AEM components and templates.
Familiarity with ACS Commons Tools, Sling Models, custom workflows, user groups, and permission management.
Strong analytical and design skills with experience in architecture and implementation.
Excellent communication skills, with the ability to effectively collaborate with clients and stakeholders.

Nice to Have:

Experience working with AEM as a Cloud Service and DevOps pipelines.
Familiarity with other CMS platforms such as Sitecore or Drupal.
Knowledge of Java web service frameworks, particularly Spring Boot.
Experience working in Scrum/Agile development environments.
Experience working with Adobe Analytics and Adobe Targets 

Professional Qualities:

Strong attention to detail.
Deadline-driven and highly organised.
Exceptional verbal and written communication skills.
Collaborative team player.
Proficient in English.

 

 

Why join us here at Datacom? 

 

Datacom is one of Australia and New Zealand’s largest suppliers of Information Technology professional services. We have managed to maintain a dynamic, agile, small business feel that is often diluted in larger organisations of our size. It's our people that give Datacom its unique culture and energy that you can feel from the moment you meet with us. 

We care about our people and provide a range of perks such as social events, chill-out spaces, remote working, flexi-hours and professional development courses to name a few. You’ll have the opportunity to learn, develop your career, connect and bring your true self to work. You will be recognised and valued for your contributions and be able to do your work in a collegial, flat-structured environment. 

We operate at the forefront of technology to help Australia and New Zealand’s largest enterprise organisations explore possibilities and solve their greatest challenges, so you will never run out of interesting new challenges and opportunities. 

We want Datacom to be an inclusive and welcoming workplace for everyone and take pride in the steps we have taken and continue to take to make our environment fun and friendly, and our people feel supported. 

 

 "
software engineer,Senior PowerPlatform Developer,,Brisbane QLD,$110 - $125 p.h. + pending experience,1d ago,https://www.seek.com.au/job/83529756?type=standard&ref=search-standalone#sol=87dd044d33ae17d525600f851c32c2d0e789a0fd,"This pay rate is inclusive of mandatory 25% casual loading

We've partnered with a global leader in the resources sector to secure an experienced Power Platform Developer for a long-term enterprise-grade project. This is a highly collaborative, solutions-focused role within a high-performing internal engineering team working on one of the business' most critical digital platforms.

🚀 We're Hiring: Power Platform Developer (Private Sector - Global Mining Leader)

📍 Location: Brisbane or Perth (Hybrid, 2-3 days office per week)

📅 Contract Duration: 12 Months + Extension Potential

💰 Daily Rate: Up to $1,035 inc. super

We've partnered with a global leader in the resources sector to secure an experienced Power Platform Developer for a long-term enterprise-grade project. This is a highly collaborative, solutions-focused role within a high-performing internal engineering team working on one of the business' most critical digital platforms.

💼 About the Role

Join a cross-functional, forward-thinking team working to deliver a centralised app solution that extracts, transforms, and presents data to inform key operational decisions. You'll be leading development across Power Apps, Dataverse, and REST API integrations while supporting continuous improvement of platform and DevOps practices.

🔍 What You'll Be Doing

Design and develop low-code business apps using Power Apps and Power Automate
Build and manage integrations with Dataverse and Azure DevOps (ADO)
Script with Power Platform CLI and use Azure Data Factory to manage API-based workflows
Help define and interpret ADO data models to create UI/UX that informs stakeholders
Contribute to platform standards and DevOps lifecycle management
Collaborate across Cyber Security, Architecture, Networks, and Software Engineering
Support broader team initiatives where needed with a strong culture of knowledge sharing

🛠 What You'll Bring

✅ Extensive Power Platform development experience (Power Apps, Power Automate, Dataverse)

✅ Strong working knowledge of Azure DevOps, particularly pipelines and CLI

✅ Scripting knowledge using PowerShell and/or Bicep for infrastructure as code

✅ Experience with REST APIs and data transformation through Azure Data Factory

✅ Bonus: Familiarity with Kubernetes, containerisation, and modern cloud stacks

✅ Strong interpersonal skills and a collaborative, solutions-focused mindset

✨ Why You'll Want It

Up to $1,035/day including super
Work on critical digital products with real-world operational value
Highly flexible hybrid working (Brisbane or Perth HQ)
Lead with innovation in a supportive team culture where ideas and feedback are valued
Partner with leaders who prioritise both performance and work-life balance

📨 Apply now

Ready to shape real outcomes in a global business while deepening your Power Platform expertise? Reach out today for a confidential chat."
software engineer,PowerPlatform Developer,,Brisbane QLD,$112.35 - $113.35 p.h.,4d ago,https://www.seek.com.au/job/83479115?type=standard&ref=search-standalone#sol=6dff5c655d9914b431b8171daa205dcda9f92f2e,"This pay rate is inclusive of mandatory 25% casual loading

🚀 We're Hiring: Power Platform Developer

📍 Location: Brisbane CBD - Hybrid

📅 Contract Duration 21/04/2025 - 30/06/2025

💰 $112.35 + super

🎯 Are you a tech-savvy problem solver who thrives in fast-paced environments, can balance technical execution with stakeholder collaboration, and is passionate about driving digital transformation through smart tools.

Our client is hiring a Power Platform Developer. This is your chance to design, build, and deliver innovative solutions using Microsoft's Power Platform to drive real impact across Government department.

🚀 We're Hiring: Power Platform Developer

📍 Location: Brisbane CBD - Hybrid

📅 Contract Duration 21/04/2025 - 30/06/2025

💰 $112.35 + super

🎯 Are you a tech-savvy problem solver who thrives in fast-paced environments, can balance technical execution with stakeholder collaboration, and is passionate about driving digital transformation through smart tools.

Our client is hiring a Power Platform Developer. This is your chance to design, build, and deliver innovative solutions using Microsoft's Power Platform to drive real impact across Government department.

🔧 What You'll Do:

Lead Change & Release Management using Microsoft DevOps (Bug Fixes, Tasks, Enhancements).
Drive enhancements and design changes to optimize our Project Portfolio Management (PPM) Tool.
Manage deployments across Development, TEST, and PROD environments.
Troubleshoot technical issues and provide ongoing support.
Maintain security roles and permissions.
Transition manual business processes into streamlined digital workflows.
Collaborate with stakeholders to guide phased implementation and adoption.
Identify and manage risks to ensure successful rollout and user adoption.

💡 Your Technical Toolbox:

Power Apps: Build and maintain custom business applications.
Power Automate: Automate workflows and improve process efficiency.
Power BI: Deliver insights through rich data visualizations.
Integration: Seamlessly connect with Microsoft services and 3rd party apps.

📩 Apply Now via link, or alternatively contact Joshua.McCarthy@hudson.com for a confidential discussion."
software engineer,Java Application Developer,,Brisbane QLD,,20d ago,https://www.seek.com.au/job/83060651?type=standard&ref=search-standalone#sol=96acb6cf186304f929b50cbdd43d3ca486c273eb,"Contract Length: Initial Contract till 30th June + 6 Month Extension
Location: Brisbane

Our client, a leading organization in the Government sector, is seeking a skilled Java Developer to join their dynamic development team on a contract basis.

Role Purpose
We are looking for an experienced Java Developer to design, develop, and maintain enterprise-level Java applications, focusing on delivering high-quality, secure, and efficient software solutions.

Key Responsibilities
Design and implement enterprise Java applications
Develop secure web services and applications
Perform systems analysis and enhancement
Collaborate with cross-functional development teams
Ensure code quality through comprehensive testing
Maintain and optimize existing application infrastructure
Required Skills and Experience
5+ years of enterprise Java development
Expert knowledge of Java 17/21
Strong background in Spring Framework, Hibernate, and web technologies
Proficiency in unit and integration testing
Experience with version control and Atlassian tools
Oracle database management skills
Deployment experience in Unix/Windows environments
If you are a Java professional with extensive experience in enterprise application development, with a proven track record of transforming complex technical requirements into robust, scalable solutions, we strongly encourage you to apply. Whether you've excelled in creating high-performance Java applications, implemented sophisticated Spring frameworks, or have a passion for writing clean, efficient code, this opportunity is calling your name.

Bring your expertise in enterprise Java development, your deep understanding of modern web technologies, and your ability to bridge complex technical challenges with innovative solutions. If you thrive in collaborative environments, can architect sophisticated Java applications, and turn technical requirements into seamless, performant software, we want to hear from you.

Please click the 'Apply' button to submit your resume and cover letter. For more information, please contact Usama at Usama@blackrco.co

At BLACKROC Recruitment, we are committed to fostering diversity, equity, and inclusion.
  
We welcome applications from individuals of diverse backgrounds, including those with lived experiences.
  
If you require any adjustments during the recruitment process, please don’t hesitate to reach out to the above-mentioned BLACKROC Consultant."
software engineer,Devops Engineer,,Brisbane QLD,,12d ago,https://www.seek.com.au/job/83258433?type=standard&ref=search-standalone#sol=688425311daf6405a4cc0755696de9fc2562794e,"Our Client is a IT company, looking for a DevOps Engineer to design and maintain CI/CD pipelines, cloud infrastructure, and monitoring systems. You'll collaborate with developers and IT security teams to enhance scalability, security, and efficiency.

Roles and Responsibilities:

Build & maintain automated CI/CD pipelines
Deploy & manage cloud services (AWS, Azure, GCP)
Implement Infrastructure as Code (Terraform, Ansible)
Monitor systems with Prometheus, Grafana, ELK
Automate workflows with Python, Bash, PowerShell
Secure cloud environments & enforce best practices
Optimize containerized deployments (Docker, Kubernetes)

Essential Skills:

Experience in DevOps, Cloud Engineering, or System Administration
Hands-on experience with CI/CD tools (Jenkins, GitLab CI/CD)
Expertise in cloud platforms (AWS, Azure, GCP)
Strong scripting skills & automation mindset
Understanding of networking & security best practices
Benefits:
Work on cutting-edge cloud and automation projects
Collaborate with a dynamic and tech-savvy team
Career growth & access to training
Competitive salary + benefits

To be considered for the role click the 'apply' button or for more information about this and other opportunities please contact Savita Shankarnarayan on 02 94645508 or email: sshankar@paxus.com.au and quote the above job reference number.

Paxus values diversity and welcomes applications from Indigenous Australians, people from diverse cultural and linguistic backgrounds and people living with a disability. If you require an adjustment to the recruitment process, including the application form in an alternate format, please contact me on the above contact details."
software engineer,Product Engineer,,Brisbane QLD,"$150,000–$170,000 + super & much MORE!",26d ago,https://www.seek.com.au/job/82930101?type=standard&ref=search-standalone#sol=7a4139f785aa15777dd3811c341d92cb6b070996,"Join a consultancy firm that's changing the landscape of healthcare and public services in Australia and worldwide!
Earn $150,000 - $170,000 p.a. + bonuses + superannuation
Flexible working arrangements available, WFH anywhere within Australia, with occasional co-working in Sydney
Our Story:

Rebbeck is a boutique international consultancy transforming health systems and public services through commissioning practices. Our team brings strategic, collaborative thinking to solve some of the most pressing challenges in health and social care, creating real impact for people and communities.

Our work is underpinned by five core values:

People: We put people first, fostering a high-performing and socially conscious
team where everyone thrives and grows.
Impact: We deliver meaningful outcomes, driving lasting change for people and
communities.
Insights: We apply real-world insights to inspire positive change, becoming a
trusted voice for system transformation.
Clients: We support long-term transformation, providing advice that empowers and builds client capability.
Sustainability: We are growing a vibrant company, building a sustainable and thriving business.
Your Next Opportunity:

Rebbeck is looking for a full-time Product Engineer to join our dynamic and collaborative team based remotely from anywhere within Australia, with monthly/bi-monthly travel to Sydney. This role focuses on optimising workflows, leveraging AI-driven productivity, and enhancing internal processes to support our consulting work.

More specifically, your responsibilities include but are not limited to:

Developing and refining AI-enabled products and digital tools
Automating processes to enhance operational efficiency
Integrating AI tools to improve structured thinking and insights
Designing and implementing workflow automation using Power Automate and Microsoft 365
Supporting the development of best practices in business process engineering
Providing training and guidance to colleagues on products, workflows and AI-tools as relevant
What You’ll Bring to the Team:

To qualify, you will need:

A bachelor’s degree or higher in a relevant field (preferred but not essential)
5+ years of experience as a Product Developer, Product Engineer, Product Analyst or similar, preferably in a professional services setting
Strong technical expertise in Microsoft 365, Power Automate, SharePoint, and Power BI
Experience in workflow automation, process optimisation, and ML Ops
Proficiency in VBA, Python, or other scripting languages
Familiarity with AI tools such as ChatGPT, Claude, Gemini, and Perplexity
Strong analytical, problem-solving, and strategic thinking skills

Additionally, the following skills and background will be highly valued:

Knowledge of Zapier, VBA scripting, and automation tools
Experience integrating AI tools with Microsoft Word, Excel, and PowerPoint
Exposure to public services, healthcare, or consulting environments
Understanding of finance systems, CRM tools, and project management platforms

As our ideal candidate, you will possess the following soft skills and attributes:

A structured, process-driven thinker who can systematise consulting methodologies
A growth mindset, eager to continuously learn and apply the latest AI advancements
Resourceful and innovative, capable of delivering high-value solutions with limited budgets
An effective communicator and collaborator, able to work cross-functionally in a remote setting

Be Rewarded:

In addition to a competitive salary of circa $150,000 - $170,000 p.a. (commensurate with skills and experience) + bonuses + superannuation, you will receive a host of generous benefits from Rebbeck, including:

Flexible working arrangements – Work remotely with occasional Sydney co-working sessions
5 weeks of paid annual leave
Ongoing professional development opportunities
Career development in AI tool design, automation, and strategic deployment
An inclusive and diverse workplace committed to equity and inclusion

Ready to Apply?

If you’re an experienced Product Engineer looking to join a high-impact organisation, we want to hear from you - apply now!"
software engineer,Power Platform Developer,,Brisbane QLD,$900 - $1100 p.d.,18d ago,https://www.seek.com.au/job/83118042?type=standard&ref=search-standalone#sol=0205f93205d22ca60ef0eb3961da516302ea52fe,"ABOUT THE COMPANY

A boutique consultancy specialising in delivering high-impact digital solutions is currently engaged with a major government department. Known for its collaborative approach and technical excellence, the team focuses on leveraging modern technologies to streamline operations and drive efficiency.

ABOUT THE ROLE

This opportunity involves designing and developing high-performance Power Apps to enhance operational processes. The role requires working closely with stakeholders to understand business needs, automate workflows, and integrate enterprise systems. With a strong emphasis on compliance, security, and scalability, the work contributes to meaningful digital transformation across government services.

Key aspects include:

Building & Enhancing Power Apps - Designing user-friendly Canvas Apps that improve efficiency.
Automating & Optimising Workflows - Implementing Power FX logic and Power Automate to streamline processes.
Integrating Enterprise Systems - Connecting Power Apps with Dataverse, third-party APIs, and enterprise platforms.
Ensuring Scalability & Performance - Creating secure, responsive, and future-proof solutions.
Maintaining Compliance & Security Standards - Conducting testing and optimisations in line with government regulations.
Engaging with Stakeholders - Gathering requirements, providing technical guidance, and ensuring successful adoption.
Developing Reusable Components - Creating templates and shared assets for long-term efficiency.
ABOUT YOU

Success in this role comes from a strong foundation in Power App development, workflow automation, and system integration. A problem-solving mindset and the ability to translate business needs into technical solutions are essential.

Ideal experience includes:

Hands-on expertise in Power Apps, particularly Canvas Apps and workflow automation.
Advanced knowledge of Power FX, formulas, and custom scripting.
Experience integrating Power Automate, Dataverse, and external APIs.
A solid understanding of UI/UX principles, responsive design, and accessibility.
Familiarity with relational databases like Dataverse and SQL Server.
Strong stakeholder engagement skills to gather requirements and drive adoption.

If this aligns with your background and interests, it's an opportunity to contribute to impactful government projects within a dynamic consultancy environment.

Mane Consulting specialise in IT and Finance recruitment across Australia. For more information please apply for reach out to Scott Bimrose."
software engineer,Lead Engineer - Ruby on Rails,,Brisbane QLD,Attractive Remuneration on offer!,13d ago,https://www.seek.com.au/job/83228925?type=standard&ref=search-standalone#sol=d054dffcdf368f738b38536ae9b02bab8ffe2826,"Our client is a fast-growing and innovative company dedicated to improving healthcare services through cutting-edge software solutions. They treat software development as a craft and are passionate about reliability, their customers, and doing more with less. As part of their commitment to delivering top-tier technology, they are seeking a skilled and experienced Lead Engineer to mentor and guide their development team.

About the Role

Reporting directly to the CTO, you will lead a team of talented engineers, ensuring their growth and the successful delivery of key projects. You will collaborate closely with Product Managers and other leaders across the engineering team to shape roadmaps, refine processes, and set ambitious yet achievable goals.

Key Responsibilities:
• Lead the engineering team in developing scalable, reliable, and maintainable Ruby on Rails based software solutions.
• Promote best engineering practices, fostering a culture of excellence and continuous improvement.
• Identify and implement improvements to products and processes, supporting business growth.
• Guide the team’s development, ensuring a healthy, high-performing work environment.
• Oversee feature delivery from the roadmap, ensuring smooth progress through each development stage.
• Lead by example in prioritisation, risk evaluation, scalable system design, and technical excellence.

About You
• Proven experience designing and delivering scalable, reliable, and maintainable systems at large scale.
• Minimum 8 years hands on development expertise in Ruby on Rails. Experience with React/Vue and AWS is a plus.
• Experience owning and delivering projects end to end
• Demonstrated success in leading teams, driving outcomes, and supporting individual career growth.
• Passionate about continuous learning, excellence in software engineering, and fostering a strong team culture.
• A natural leader who thrives with autonomy, takes initiative in identifying challenges, and drives effective solutions.
• Committed to creating an inclusive and supportive work environment that encourages personal and professional growth.

If you’re a talented Engineer Lead who thrives in a fast-paced, innovative environment, apply now to take your career to the next level! For a confidential discussion contact Nic Gulliver at Nic.gulliver@peoplebank.com"
software engineer,.Net Developer,,Brisbane QLD,,15d ago,https://www.seek.com.au/job/83173592?type=standard&ref=search-standalone#sol=467010d93350fc85bd23c91baa6dffc7546d9ce4,"Full Stack .NET Developer – Cloud & Automation We are seeking experienced Full Stack .NET Developers with expertise in cloud technologies and automation testing to join our client. This is an exciting opportunity to work on cutting-edge projects, leveraging the latest .NET frameworks and cloud services to build high-quality, scalable solutions.

About the Role As a Full Stack .NET Developer, you will be responsible for designing, developing, and maintaining cloud-native applications while implementing automation testing frameworks. The ideal candidate will have strong hands-on experience in .NET technologies, cloud platforms (AWS), CI/CD pipelines, and authentication protocols such as OpenID/OIDC.
Key Responsibilities
Develop and maintain high-quality software solutions using .NET Core and C#.
Containerize .NET services in AWS and optimize cloud-based applications.
Design, implement, and maintain automated tests using SpecFlow and Selenium to ensure robust software quality.
Build and manage CI/CD pipelines in Azure DevOps.
Troubleshoot and resolve software defects efficiently.
Work collaboratively with cross-functional teams to ensure successful project delivery.
Upgrade legacy applications from .NET Framework to .NET Core, .NET 6/8.
Implement authentication mechanisms using OpenID/OIDC technologies.
Required Skills & Experience
Extensive experience with the .NET ecosystem, including C# and .NET Core.
Strong knowledge of WCF, REST services, and API development.
Hands-on experience with containerizing .NET services in AWS.
Proven expertise in automation testing with SpecFlow and Selenium.
Proficiency in Git and PowerShell scripting.
Strong understanding of object-oriented programming, design patterns, and reusable library development.
Experience with concurrency patterns and optimizing performance.
Knowledge of authentication technologies such as OpenID/OIDC.
Excellent problem-solving skills and attention to detail.
Strong communication and collaboration abilities.
Preferred Qualifications
Experience with microservices architecture.
Familiarity with other cloud platforms and best practices.
Knowledge of DevOps tools and methodologies.
Prior experience in an Agile/Scrum environment.

This role required Baseline clearance. Only Australian citizens can apply for this role. "
software engineer,Revenue Technology Consultant,,Eight Mile Plains,"$98,000 – $110,000 per year",20d ago,https://www.seek.com.au/job/83053233?type=standard&ref=search-standalone#sol=ebc88b8ddc0331427fef146843655b08aa19e4ec,"First Things First - What We Can Offer You

Leave to foster personal connections, health & overall well-being
Emloyee Assistance Program
Generous Parental Leave Program
Paid Volunteer Leave Days
Public Holiday Exchange Scheme
Delicious, free, chef-prepared lunch daily on site
Enjoy up to 4 weeks a year of flexible 'Work from Anywhere' time!
Talent Referral Program – get rewarded for referring a friend to join our team!
Casual dress and relaxed office environment
Fun team camaraderie and events
Opportunities for career progression and development
Diverse training & internal networking opportunities across all of our product lines
A range of other fantastic benefits!
Check out our website for more about working at Simpro Group https://www.simprogroup.com/uk/company/careers#positions

 

The Job

The Revenue Technology Administrator is responsible for overseeing and enhancing revenue technology platforms, optimizing data integrations, and ensuring exceptional data quality. The Revenue Technology Administrator supports their assigned revenue generating function (marketing, sales, customer success, partner, implementation, support) and acts as a liaison between revenue leaders and operational teams.

 

What You’ll Do

Proactively manage, maintain and optimize revenue technology platforms such as HubSpot, Leandata, Qualified, 6sense, and Clari to ensure optimal performance and value
Supervise data integrations within the revenue technology stack to ensure they are functioning optimally to support business goals
Champion revenue leader’s needs and business goals to our operational and analytics teams when collaborating on revenue technology process improvements
Be a subject matter expert on configuration and data in revenue technology systems that span across multiple business units and product lines 
Maintain exceptional data hygiene in revenue technology systems, including web traffic and lead capture mechanisms, data imports, and customer information
Deploy reports and dashboards as needed to support revenue teams 
Manage vendor relationships and timely renewals for all technology in your portfolio

 

What You’ll Bring

Systems admin proficiency in assigned technology  stack (e.g. Salesforce, Hubspot, Cognism, LeanData and others)
A strong understanding of various revenue technology platforms, such as CRM systems (e.g., Salesforce), marketing automation tools, analytics platforms, and data integration tools
Expertise in maintaining data quality, including data cleaning, deduplication, normalization, and ensuring accurate and consistent data across systems
Proficiency in Google Sheets and Microsoft Excel
Strong analytical skills and ability to analyze data, identify trends, and extract insights to drive decision-making and process enhancements
Excellent written presentation skills to deliver training and documentation on process 
Comfortable evaluating new technology vendors and features for deployment
Interest in and aptitude for leveraging AI to optimize business processes

 

Core values required of all Simpro, AroFlo, BigChange & ClockShark employees:

While experience in the above areas will be highly considered, it’s important to note it will be secondary to the person with the right determination, attitude and compatibility. Our culture and core values are very important to us:

We Are One Team
We Are Customer Centric
We Are Growth Minded
We Are Accountable
We Celebrate Success

Simpro, AroFlo, BigChange & ClockShark are equal opportunity employers with a best-of-class onboarding program and supportive team environments. We embrace and support culture diversity and Equal Employment Opportunity. Aboriginals, Torres Strait Islanders and minority groups are encouraged to apply. .

 

Visit simprogroup.com/au/company/careers to learn more about us and our values.

 

We would like to take this opportunity to thank all candidates for their application.

*Please note, no agencies will be accepted in the recruitment of this role.  "
software engineer,Senior Analyst Programmer,,Brisbane QLD,$800 - $900 p.d. + Super,27d ago,https://www.seek.com.au/job/82879406?type=standard&ref=search-standalone#sol=c5eb589a1fdc217c5eda6bebc50a1723628f84bb,"The Opportunity

Our energy sector client is looking to hire a talented and experienced Senior Analyst Programmer to assist with the development of a new energy trading platform, contributing to the design, development, and maintenance of software solutions with a focus on modern technologies. Experience with .Net Core, Microservices (Docker and Kubernetes) and Vue, Angular or React is essential.


The Role

As a Senior Programmer you will be responsible for leading and overseeing software development projects to deliver high-quality solutions aligned with business objectives. Your other responsibilities will include:



Collaborating with developers and stakeholders to propose and implement system solutions.
Designing technical solutions, resolving complex issues, and creating user interfaces and system integrations.
Monitoring and managing production solutions, including capacity planning and server configurations.
Mentoring and coaching team members, fostering adherence to best practices and development standards.
Ensuring alignment with architectural frameworks and conducting code reviews to maintain quality


About You

In order to be a successful applicant, you will have extensive experience in software development and product delivery. You will also have:

Excellent communication skills and be a genuine team player that enjoys collaborating with the team and working towards common goals.
Expertise in C#, .NET Core, ASP.NET, Azure DevOps, and SQL Server.
Strong experience in Microservices, Docker, and Kubernetes to build and manage scalable applications.
Proficient in full-stack development, with experience in Vue, React, or Angular.
Knowledge of APIs, data structures, and modern development tools like GIT.
Familiarity with cloud platforms, microservice architecture, and DevOps methodologies is highly regarded.


Benefits

Initial 6-month contract with further extensions expected
Be part of a team of 20 developers, managed by an enthusiastic and supporting manager,
Opportunity to work across the latest tech and advance your skillset
Work in a highly engaging and collaborative team
Flexible working environment, with 2-3 days per week in the office for workshops & team collaboration


Please apply by upload your current resume in Microsoft Word format only (.doc or .docx). If you would like to have a confidential discussion, please contact Andrew Smith on +61 0438180964, quoting reference JN -032025-39789. Want to know more about Davidson? Visit us at www.davidsonwp.com




"
